,vth.gamma.rel_power,vth.beta.rel_power,vth.alpha.rel_power,vth.theta.rel_power,vsn.gamma.rel_power,vsn.beta.rel_power,vsn.alpha.rel_power,vsn.theta.rel_power,vge.gamma.rel_power,vge.beta.rel_power,vge.alpha.rel_power,vge.theta.rel_power,vgi.gamma.rel_power,vgi.beta.rel_power,vgi.alpha.rel_power,vgi.theta.rel_power,vth.vsn.gamma.avg_coherence,vth.vsn.beta.avg_coherence,vth.vsn.alpha.avg_coherence,vth.vsn.theta.avg_coherence,vth.vge.gamma.avg_coherence,vth.vge.beta.avg_coherence,vth.vge.alpha.avg_coherence,vth.vge.theta.avg_coherence,vth.vgi.gamma.avg_coherence,vth.vgi.beta.avg_coherence,vth.vgi.alpha.avg_coherence,vth.vgi.theta.avg_coherence,vsn.vge.gamma.avg_coherence,vsn.vge.beta.avg_coherence,vsn.vge.alpha.avg_coherence,vsn.vge.theta.avg_coherence,vsn.vgi.gamma.avg_coherence,vsn.vgi.beta.avg_coherence,vsn.vgi.alpha.avg_coherence,vsn.vgi.theta.avg_coherence,vge.vgi.gamma.avg_coherence,vge.vgi.beta.avg_coherence,vge.vgi.alpha.avg_coherence,vge.vgi.theta.avg_coherence,time_ms
10,0.8115451007237131,0.17584315578635437,0.010570255853826335,0.0020414876361062187,0.6315152930404618,0.13941410400586846,0.18951430284559947,0.0395563001080701,0.9626380155622184,0.018659278754759086,0.009716270457045447,0.008986435225977044,0.9686912491152398,0.014742014915770285,0.009852925960034018,0.006713810008955866,0.3017445722503043,0.3340627257921123,0.26068591277661224,0.22245616839143612,0.32707828807351536,0.360922640261229,0.13445338161719503,0.17905316341653904,0.3380852898452513,0.32265113974680876,0.19014132483915272,0.2654854974843865,0.4105979204697658,0.39372675896706166,0.36812700388057323,0.6388686986299426,0.3563348348499078,0.3175692360303617,0.26956925718739855,0.7229809264173896,0.5028645840611472,0.6024323615492744,0.6886405562728279,0.6437265724733107,3.0
11,0.811554168933892,0.17583089303150964,0.010574317286496264,0.002040620748102049,0.6314857752688087,0.1394581529180897,0.18950837153373506,0.039547700279366695,0.9626510689227021,0.018652672447054198,0.009712891484881733,0.00898336714536173,0.9687051539598112,0.014735353720657367,0.009850432597956326,0.006709059721575258,0.3018206395335317,0.3337516809852533,0.260817564546597,0.22261292074910596,0.3271245030424823,0.36105633481129645,0.13444327912472676,0.17914592928253914,0.3380243018851546,0.32272603853118786,0.1900243256167286,0.26545117533324214,0.41070794028865387,0.3934754844201045,0.36829606046156055,0.638751270045242,0.35623688693777145,0.3175717954892936,0.26982957965056104,0.7231043401697439,0.5029952544443776,0.6022634444560324,0.6886490314037974,0.6438717737628871,3.3
12,0.8115641122161255,0.17581760096293292,0.010578691287977967,0.0020395955329637777,0.6314923211366402,0.1394920808813432,0.18946510280672688,0.039550495175289725,0.9626689282215932,0.018643669972963295,0.009707269038144945,0.008980132767298562,0.9687172648798816,0.014729955141090599,0.00984727118564649,0.0067055087933812,0.30190132239555356,0.3334205308955687,0.26096269180435383,0.22273452614738098,0.32716295462155365,0.3611501946694771,0.1344492997764149,0.17910560488566923,0.3379590334208801,0.32274183582012134,0.19000956833039565,0.26545546649526397,0.4107888266679457,0.39328418624557326,0.3684934211517625,0.6387869431877176,0.35616732362192466,0.3173785135787791,0.2701080267454919,0.7231139726571147,0.5030600808541911,0.602040165547206,0.6887307438249721,0.6440070109888101,3.5999999999999996
13,0.8115712692181019,0.17580764939968171,0.010582141400993433,0.0020389399812230937,0.6314841004689333,0.13952758801832496,0.18944462409938978,0.03954368741335193,0.9626838078869485,0.018636193674297388,0.009700954901087166,0.008979043537666879,0.9687283802887209,0.014723943160580075,0.00984399597154366,0.006703680579155238,0.30199483902052265,0.33314585263693747,0.2611062821428822,0.22313958996273447,0.3272033794103593,0.36120190522588114,0.1344306104418191,0.17908074639292576,0.33790993745069964,0.32278849726827735,0.19000207816332323,0.26558745668788564,0.4108638235119676,0.3931313967261848,0.3687143481643062,0.6387989874853284,0.35608181685524437,0.3173511947450003,0.2704087249108442,0.7231636083986667,0.5031548554948057,0.6020532989310915,0.6887660077358885,0.644106679311339,3.9
14,0.8115850223505162,0.17579150387773812,0.010585510258641134,0.0020379635131045908,0.6314645768243888,0.13956626151913978,0.18941554167112606,0.03955361998534529,0.962698946509297,0.018630148766732902,0.00969474999716337,0.008976154726806872,0.968738364277221,0.014717748589947004,0.009843039674268533,0.006700847458563591,0.3020901513829718,0.3328602266274628,0.26125263739752647,0.2235128610489055,0.3272600102008897,0.3613523327132121,0.1344132578030663,0.17911817797683066,0.3378475501114056,0.32284204986670334,0.18997308462249235,0.26570903967058757,0.41095565194364403,0.3929760293396255,0.36891966477833354,0.6386790723733846,0.3559811016965879,0.3172539556321566,0.2706164237224583,0.7232476908820857,0.5032554627225152,0.6018705895719203,0.6888003969616354,0.6443697278986174,4.2
15,0.8115916851437013,0.17578192677357976,0.010589790921812477,0.0020365971609064186,0.6314850264340288,0.13959644802748367,0.18937398231445243,0.03954454322403515,0.9627175560445771,0.018620558443901824,0.009689528418972713,0.0089723570925485,0.9687514723305157,0.014711730941816025,0.009839389157248683,0.006697407570419644,0.3021627307173961,0.3325864764912633,0.2614226094663464,0.22370377074620765,0.3272991398501942,0.3614432293646308,0.13439808981159473,0.17906624100746857,0.33779830288263224,0.32283978332212304,0.1899134098425637,0.2658282392380068,0.4110564318939397,0.392823126500429,0.3691434494685615,0.6386049490495154,0.3559090701542116,0.3171856045321454,0.270805113356647,0.7233063408783407,0.5033507330521013,0.601691642903194,0.6887981175014012,0.6444140974231395,4.5
16,0.8116019568974348,0.17576891223244923,0.010593516712562843,0.0020356141575531045,0.6314853520462721,0.13962544035750488,0.18934812324699696,0.03954108434922594,0.9627327259383025,0.018614650718858233,0.00968418390694547,0.008968439435893814,0.9687650391279083,0.014705582289542824,0.00983561889502493,0.0066937596875240235,0.30225412116922357,0.33227770907520626,0.2615290234731054,0.2239661323467252,0.3273580249936699,0.36151824545831973,0.13434050129622793,0.17901799976165986,0.33774463238247276,0.32290121886965156,0.1898775842484743,0.26582449557740784,0.41117842738401017,0.39265038849393175,0.36931044867700863,0.6385944072823164,0.3558271901392219,0.3171094445098351,0.27110179415688007,0.723350173037975,0.5034519505350248,0.6015975728441068,0.6888047103047938,0.6446515612389434,4.8
17,0.8116071166670643,0.17576056390644465,0.01059759221108072,0.002034727215410246,0.6314812023189342,0.1396672578525548,0.18931370248732327,0.03953783734118772,0.962748517537211,0.018607302390604177,0.009677730259063527,0.008966449813121337,0.9687808853872,0.014697383340253061,0.009831838296267397,0.006689892976279524,0.30234161343926785,0.33206941766300757,0.2616739038475776,0.22425026086666927,0.3273973795811169,0.3615920827696908,0.13437493026455932,0.17919901881632447,0.33769089455699447,0.32289816764037976,0.18989163798744393,0.26596421123068487,0.4112510085634759,0.3925526436289069,0.36949082298227154,0.6386981836698614,0.35570972947694723,0.3170839698764631,0.2714557732114488,0.7234094599455597,0.5035355055725665,0.6014803864231069,0.688917488607702,0.6448492629118555,5.1
18,0.8116197985194123,0.17574591707226592,0.010600989099983513,0.002033295308337969,0.6314787312009608,0.13969830493568236,0.18928597284165521,0.03953699102170172,0.9627664185749888,0.018596512560574346,0.009672769309334164,0.008964299555102449,0.9687903080570146,0.014693468992891283,0.0098305918689277,0.006685631081166478,0.30241982339937046,0.3317014761104075,0.2618195229996455,0.22448942564275037,0.32743558911834786,0.36173916656509014,0.1343679011696548,0.17910738955090003,0.33763620268043376,0.3229410071209596,0.18984151921922726,0.26589670069233956,0.41136234681722594,0.39239140365040054,0.3696727553078994,0.6385997391343002,0.35564648867803833,0.31695346498426064,0.27162882543632716,0.7234188020361392,0.5036351215831415,0.6013296347576966,0.6889801767781506,0.6449448084484541,5.3999999999999995
19,0.8116272694537249,0.17573564115781085,0.010604207611411152,0.0020328817770532605,0.6314839331807728,0.13972831494573645,0.18925819163238175,0.03952956024110892,0.9627834776418126,0.018589602936615216,0.009666468094738366,0.008960451326833738,0.9687990526471107,0.014689424600249435,0.009827775580030517,0.006683747172609445,0.30250411466891547,0.3314395627272359,0.26198127014207084,0.22472388457624054,0.3275011727958458,0.3617995968457453,0.1343728003695684,0.1790288906570145,0.3375745657412043,0.3229647499497809,0.1898132856472983,0.265918740002416,0.41144419571916935,0.3921222825103106,0.3698913046337508,0.6385525278294641,0.3555719354897642,0.3168965776197649,0.27187376766332816,0.7234811644733565,0.5037378825416254,0.6012157193406992,0.6889189970567372,0.6450932971396902,5.7
20,0.8116349942524973,0.175725477676715,0.010608174086127301,0.00203135398466067,0.6314683507664031,0.13978070709825244,0.18922090926432497,0.03953003287101958,0.962796671823513,0.0185826487352306,0.009661568239683126,0.008959111201573422,0.9688101872869808,0.014683704050092476,0.009823779078317085,0.006682329584609446,0.3025906978969652,0.33119290435139853,0.2621172887135389,0.22494983506075422,0.32754027428909455,0.3618904078168539,0.1343654324721991,0.17909319216167074,0.33751964257239986,0.323029192692951,0.18973878191656418,0.2660303895234357,0.41155414306788285,0.39203422257456794,0.37011375860131224,0.6385325923913377,0.35549343133171674,0.3168112838792483,0.27222323172222884,0.7235951173736609,0.5038381254242273,0.6010020228714656,0.6890180377442545,0.6452856862964944,6.0
21,0.8116460353831025,0.17571178154998623,0.010611664753217316,0.0020305183136941083,0.631472831825045,0.13981884949722126,0.18918138405569146,0.039526934622042,0.9628134256723421,0.018574881922544004,0.00965678469420394,0.00895490771091004,0.9688209415695849,0.01468022873765848,0.00982071306474149,0.006678116628015246,0.30267616658621793,0.3309077637571371,0.26227109839297236,0.2251788283914502,0.32760576354412024,0.36200194103723193,0.1343353065442762,0.1790278318713172,0.3374694969807986,0.3230875632810755,0.18972759076183926,0.2659664984982246,0.4116442965111324,0.3918109365041666,0.37022286222535444,0.6385563898721621,0.35540338910467223,0.3167136776484757,0.2723400628436299,0.7236891649995991,0.5039264679347064,0.6009282614270998,0.688986634471257,0.6453924726038978,6.3
22,0.811651192985537,0.17570348403220384,0.010616029017495022,0.002029293964764011,0.6314682456419926,0.13985428112980128,0.18914987924903542,0.03952759397917066,0.962832996718518,0.018565016110364877,0.009649171506271042,0.008952815664845995,0.9688319875698095,0.014673375708673038,0.009819350097660315,0.006675286623857169,0.3027755675860453,0.330603618067374,0.26238263463899536,0.2255570094380964,0.32764672222688745,0.362038960517725,0.13431369406175656,0.17909868692943212,0.33741503594761296,0.323123954258723,0.18969155810260727,0.2661070100389825,0.41173301686418895,0.39162377208861016,0.37047253411041076,0.6383759806366769,0.355331660123842,0.31666838855246454,0.2726203833385628,0.7236670512823357,0.5039969426104568,0.6007267901182992,0.6890302614415014,0.6455378882364771,6.6
23,0.8116614670180615,0.17569090513439178,0.010618791515107225,0.0020288363324393144,0.6314537049272455,0.13989152165563926,0.1891273080131028,0.039527465404012335,0.9628488076371245,0.018557707845990676,0.009643905768846495,0.008949578748038214,0.9688488345163827,0.01466515393188577,0.009814399978955085,0.0066716115727764235,0.30284218980390554,0.33029467261489426,0.2625439508574203,0.22596844905271193,0.327706913995744,0.36216907049016034,0.1343816421393636,0.1791502320099997,0.33734550078917575,0.3231114159860239,0.1896571267184965,0.26620518176112506,0.41184199353114104,0.3914578354162858,0.3706984455270402,0.6384307270808546,0.35522121077915975,0.3166269132234298,0.2728587209156697,0.723804752894484,0.504126017175615,0.6006088500653902,0.6890444650547651,0.645703734809534,6.8999999999999995
24,0.8116764232274137,0.175673933233714,0.01062233042990708,0.0020273131089651336,0.6314497857436686,0.13993164556724513,0.18909340997342075,0.039525158715665504,0.962861253595393,0.01855235098046785,0.009639484982825032,0.008946910441314196,0.968861095212933,0.014660983848712965,0.009810743760499185,0.006667177177855076,0.30293171676506,0.3300583735061832,0.26265059845984384,0.22600173290680176,0.3277552164173149,0.36221192927742846,0.13435448857031934,0.17904895971104723,0.3373003213923693,0.3231538599281053,0.18966550583629715,0.26614484777069836,0.41193091218401057,0.3912683549965683,0.37088568323890975,0.6384435441617138,0.3551478789664731,0.3165724431981703,0.27321775779286583,0.7237997133024774,0.5042348209781738,0.600545655062007,0.6890995575755013,0.6458344930950789,7.199999999999999
25,0.8116805391124708,0.17566619843222003,0.01062671439720307,0.002026548058105966,0.6314488799035822,0.13996743587163368,0.18905988295999201,0.039523801264791936,0.9628796752839228,0.018544050510345116,0.009632962476003336,0.008943311729728835,0.9688687331049202,0.01465626863142215,0.009810678965339195,0.006664319298318355,0.30304047391322836,0.3297613382981912,0.2628350296302132,0.22635080685255407,0.32778257690164536,0.3622912861216864,0.13431926090144278,0.17903510985451263,0.33725154332591856,0.3231606373867017,0.18958533021940344,0.2662121175043579,0.4120264638176493,0.3912250747105727,0.3711349718554415,0.6383874117229389,0.35508756309107753,0.31644035155288075,0.27339642917800855,0.7238048514562763,0.5043032144514705,0.6004040351598592,0.6891294281183546,0.6459409327414385,7.5
26,0.811689320190355,0.17565478290417005,0.010630501097077511,0.002025395808397649,0.6314524978239524,0.13999694690394657,0.18903587211539416,0.03951468315670676,0.9628946641156555,0.018537087549261765,0.009626591145455799,0.008941657189626931,0.9688756483049626,0.014652157052550694,0.009806876229430364,0.006665318413056121,0.30309930451397166,0.32944359924033606,0.2629567186855839,0.22654403058223585,0.3278814306026434,0.3624601359465013,0.13433682463244878,0.17885999946301478,0.33722400017001825,0.32333949413137936,0.18966540833526893,0.2662773412537708,0.4120976994834466,0.39096226747541296,0.3712777399223034,0.6384242592606867,0.3549668832146036,0.31645018847942163,0.2736573442191113,0.7239692077255103,0.504417555608465,0.6002138642038343,0.6891358131738914,0.6462072536347099,7.8
27,0.811697096648038,0.17564412533063037,0.010634200030369655,0.0020245779909619944,0.6314549210036223,0.14002848396335738,0.18900609673604118,0.03951049829697905,0.962906181839959,0.018530734885337286,0.00962174694432989,0.00894133633037367,0.9688910619535309,0.014645187564004621,0.009802741842530419,0.006661008639934006,0.3031821850106655,0.3291305949086322,0.26309905993291693,0.2269755445201958,0.3279637583256503,0.36253078898022356,0.13438744179161102,0.17885316569899995,0.3371607834448738,0.3233182311122171,0.18961967086786308,0.26637835501916635,0.4122053310094676,0.3907964633696399,0.371540010358395,0.638257610522029,0.3549005025153108,0.3162582851906186,0.2740204546842968,0.7239507167581536,0.5045343124758938,0.600120393680764,0.6891263372947559,0.6463437088687528,8.1
28,0.8117054975824306,0.17563354753767466,0.010637441805779867,0.0020235130741149596,0.6314394737704603,0.1400785944192348,0.18896696165021018,0.039514970160094795,0.9629240676681362,0.018523410998678054,0.009614267156992543,0.008938254176193304,0.9688991573654809,0.014642534062450557,0.009801212581548535,0.00665709599051986,0.3032556705334432,0.32894264133999873,0.26318407854609616,0.22721208272405197,0.32799995114109753,0.3626085850308067,0.13437644704015597,0.17893181965709068,0.33710754762144474,0.32341220283238303,0.18956467123040782,0.2663949632941525,0.41231243707001164,0.39068176606511623,0.37171665520509534,0.6383011298807081,0.35482304162386846,0.316300294570365,0.2742881354113124,0.7240656499429822,0.5046348402270052,0.5999387068065557,0.6891615868260935,0.6465123779929993,8.4
29,0.8117138722772645,0.17562260872655244,0.010640813916093783,0.002022705080089229,0.6314527379086069,0.1401173442057348,0.1889230905069765,0.039506827378681726,0.9629403534882992,0.018513825269995027,0.0096105039247999,0.00893531731690581,0.9689121867351769,0.014636399585714534,0.0097976518343987,0.006653761844709926,0.30334748520418786,0.32865486742720207,0.26334821830324706,0.22751296953462638,0.32803534515681454,0.3627082012259398,0.13434949964953075,0.17899005510755917,0.337037830632928,0.32331446083221255,0.18952781218926049,0.2664158974320009,0.41241207734765567,0.39053405955839743,0.3718883734933387,0.6382631222750513,0.35474911880840687,0.31623116188575306,0.27450991767437344,0.7240424569359718,0.504712808087284,0.599882248832171,0.6892036962365615,0.6466595447448812,8.7
30,0.8117245293609964,0.17560947385319878,0.010644157550129518,0.0020218392356752277,0.6314324628047926,0.1401472353710435,0.18891108389071495,0.03950921793344906,0.9629655154767731,0.018502968580128707,0.009604610968887864,0.008926904974210495,0.9689278955398,0.01462872100857379,0.00979401792728312,0.006649365524343204,0.30342378804225106,0.32836308011465015,0.2634789588356116,0.22786240807178607,0.32805476828388036,0.36273825933783277,0.13436166654406728,0.17911256049137347,0.336992193837997,0.32334382430238584,0.18947092422352424,0.26655740837589703,0.4125412032339889,0.39027497434409686,0.3720406177978922,0.6382550976442268,0.35469734234059,0.31611855293892493,0.2747615058567828,0.7240645210195329,0.5048030368526041,0.5997021007837264,0.6892922910937573,0.646822884558974,9.0
31,0.8117330014406592,0.17559838981565765,0.0106481005177174,0.002020508225965715,0.6314448691333513,0.1401894803927647,0.18886437177461318,0.03950127869927076,0.962979218763173,0.018496660385160242,0.009598812660958791,0.008925308190707977,0.9689407441882695,0.014621075355251503,0.009792159644566506,0.006646020811912585,0.30351106348554174,0.3280557796447104,0.26359941211492033,0.2281711455224876,0.3281106409297182,0.36277534824711066,0.1343612304653358,0.1791673005615575,0.33693926235059146,0.32336903637057535,0.18940665818576935,0.2665788494706457,0.4125918655141418,0.3900279383854154,0.3723189166228228,0.6382492921154225,0.3545900548420214,0.3160240678170737,0.2750705525474265,0.7241149124787869,0.5049108816463843,0.599583172665994,0.6892241898864861,0.6470108605788782,9.299999999999999
32,0.8117424333766473,0.17558646738198902,0.010651271530769184,0.0020198277105941366,0.6314399367983439,0.14022182011672368,0.18884712177337787,0.03949112131155476,0.9629950083778837,0.01848732376559229,0.009593726856293637,0.008923941000230435,0.9689505921810536,0.01461705389959275,0.009788467182355768,0.006643886736997856,0.3036034839353317,0.32775595350080317,0.2637484941249537,0.22846985748878113,0.32815905382408284,0.36288715398266963,0.134359944093332,0.17922448609960323,0.3368831971849374,0.3234583126912688,0.1894192574068967,0.2667579409793476,0.41270566766807004,0.38993225290200206,0.37253298327560425,0.6382074044275564,0.35452318719610565,0.3159669650452315,0.2752449011099614,0.7241263801021878,0.5050271544731624,0.5994225851847812,0.6892813400153341,0.6471964981087048,9.6
33,0.8117534376485623,0.17557347736232248,0.010654821396843771,0.0020182635922717245,0.6314542994546287,0.14024388192675288,0.18880490823132953,0.03949691038728878,0.9630123275982734,0.018480071425644628,0.009587345300236265,0.008920255675845581,0.9689607933800894,0.01461288487618989,0.009786271981247808,0.0066400497624728065,0.3036907616317429,0.32749026328330455,0.2638713315321587,0.22876668140009704,0.32823086633446946,0.3629681037037276,0.13436215796837994,0.1792149354015188,0.3368326333233443,0.32346742007380364,0.1893701713096539,0.2668340842448013,0.41280602708942604,0.38974054284142584,0.37271746661227284,0.6382863906610853,0.3544337364753419,0.31594342944955445,0.2756404521652634,0.7242419839211524,0.5051225447229812,0.599244120881282,0.6893321723415268,0.6473458816077133,9.9
