,vth.gamma.rel_power,vth.beta.rel_power,vth.alpha.rel_power,vth.theta.rel_power,vsn.gamma.rel_power,vsn.beta.rel_power,vsn.alpha.rel_power,vsn.theta.rel_power,vge.gamma.rel_power,vge.beta.rel_power,vge.alpha.rel_power,vge.theta.rel_power,vgi.gamma.rel_power,vgi.beta.rel_power,vgi.alpha.rel_power,vgi.theta.rel_power,vth.vsn.gamma.avg_coherence,vth.vsn.beta.avg_coherence,vth.vsn.alpha.avg_coherence,vth.vsn.theta.avg_coherence,vth.vge.gamma.avg_coherence,vth.vge.beta.avg_coherence,vth.vge.alpha.avg_coherence,vth.vge.theta.avg_coherence,vth.vgi.gamma.avg_coherence,vth.vgi.beta.avg_coherence,vth.vgi.alpha.avg_coherence,vth.vgi.theta.avg_coherence,vsn.vge.gamma.avg_coherence,vsn.vge.beta.avg_coherence,vsn.vge.alpha.avg_coherence,vsn.vge.theta.avg_coherence,vsn.vgi.gamma.avg_coherence,vsn.vgi.beta.avg_coherence,vsn.vgi.alpha.avg_coherence,vsn.vgi.theta.avg_coherence,vge.vgi.gamma.avg_coherence,vge.vgi.beta.avg_coherence,vge.vgi.alpha.avg_coherence,vge.vgi.theta.avg_coherence,time_ms
0,0.8084988955347716,0.17979429418844456,0.009420962242889136,0.0022858480338944606,0.5568960316186318,0.31592459340755485,0.09433691017225654,0.03284246480155667,0.909114388367962,0.055975828347700415,0.02433160197616782,0.010578181308169522,0.8090765611302229,0.12760308799752518,0.04341751920557744,0.01990283166667449,0.3310864710572685,0.3364076703772447,0.11876259905667699,0.3386507579915409,0.32232994823844086,0.41261355627297974,0.2578783799036447,0.19222991769455514,0.3612444327938792,0.4399095316962943,0.10228074766464883,0.265812457214818,0.609948572288014,0.4160194341072386,0.5476756145834316,0.19700740119744356,0.3556625043896379,0.5030456868561085,0.31939180430186964,0.29175900930565646,0.36576124024170314,0.3901764091867618,0.4247770118404596,0.6359586654133211,0.0
1,0.8085133523208565,0.17979094315512154,0.00940839197689028,0.002287312547131641,0.5569684340510976,0.31590315631396376,0.09433963574039839,0.032788773894540255,0.9091099384096366,0.05598248496133968,0.02433367723763284,0.010573899391390957,0.8090913350525901,0.12759937400917115,0.04341264157113499,0.019896649367103697,0.331194059021994,0.3363118713984059,0.11898096714551402,0.33890709323884816,0.3223776095354278,0.41263021151847157,0.25795686584277044,0.19231775459456898,0.36127065340611075,0.43985642928714175,0.1025011287647859,0.26582868792340414,0.6099495010159927,0.41608726222166403,0.5478860621709837,0.19744060871104546,0.35563097926594983,0.503190330228113,0.3196775491290746,0.2921622717971099,0.3657259572763877,0.3902519630989824,0.4245755908602611,0.6357793269909386,0.3
2,0.8085241312199926,0.17979221193975317,0.009395075378740684,0.0022885814615135453,0.5569510398481996,0.31585010474558123,0.09440932297070033,0.03278953243551882,0.9091038326999712,0.05599157580512239,0.024336770983937907,0.010567820510968256,0.8090738047051336,0.12762098152441512,0.04341610353801304,0.019889110232438185,0.331194405902155,0.33628660792333076,0.11928515652357999,0.3393965159486737,0.3224315305971317,0.4126204837131124,0.2581311547683236,0.19249893678720895,0.36128254033675294,0.4397507142582168,0.10277464143418755,0.26545472402381615,0.6100433647600345,0.41612117933059534,0.5481017857904016,0.19775463704801868,0.3556202620122943,0.5034014559710218,0.3199404650000595,0.2922783789493071,0.3656694263778959,0.3903359064692375,0.42438585283054886,0.6358090002849069,0.6
3,0.8085399127266488,0.17978684961193686,0.00938335187908974,0.0022898857823245434,0.5569506159747444,0.31587376956480245,0.09442622227709299,0.03274939218336017,0.9090975802871815,0.05599560272678908,0.02434136867449391,0.01056544831153557,0.8090874043318209,0.127614572152831,0.043405987625976826,0.019892035889371325,0.331255202036468,0.3361686191235459,0.11955064548683314,0.33964635500766344,0.3225110367677776,0.41255936851550973,0.2581655021713209,0.19256589161417495,0.3612647176380706,0.4396675454326153,0.1029789149508582,0.2653206919679097,0.6100903725683321,0.41610821779183205,0.5483764347282605,0.19821654267438485,0.35558684175119853,0.5035412487726332,0.32034922837006274,0.2927461304272102,0.3656182846362825,0.39043879888166866,0.4241406340903266,0.6357305545899536,0.8999999999999999
4,0.8085537899397907,0.17978467274489687,0.009370260308036915,0.0022912770072754138,0.5570004629572874,0.3158336862003441,0.09445275418389888,0.03271309665846942,0.9090839656028523,0.056006775889400964,0.024346325121170347,0.010562933386576474,0.8090665341985364,0.1276222146386553,0.04341420762082307,0.01989704354198508,0.331349534829407,0.3362236922934262,0.11975437187758789,0.3398443739129899,0.3226012673874304,0.4124183215397695,0.2581838586375309,0.19256870801091258,0.3613061642494697,0.43965327724775816,0.10311915158957456,0.26514686553405903,0.6100955059296845,0.4160593230100054,0.5485586505458707,0.19857130270252016,0.3555195374913736,0.5036362990582698,0.3205455746117504,0.2932377139025011,0.36555506792656794,0.3905276994068629,0.4238199150873666,0.6355280930739778,1.2
5,0.8085635682990383,0.17978579850671753,0.00935826633479878,0.002292366859445275,0.5569714746346175,0.31586772185306083,0.09446399142009754,0.03269681209222416,0.9090782181286928,0.05601353995631992,0.024347586826424728,0.01056065508856231,0.8090717614024373,0.1276197212491966,0.043415766050023036,0.01989275129834291,0.33146427527842914,0.33615063653763916,0.12005227098501814,0.34013138318391023,0.3226503109428166,0.41238873401185466,0.25831709858108864,0.19269818152492085,0.3613289687406906,0.43954560545364474,0.10339073573418123,0.2648030725135666,0.6101293221132634,0.4161061257769891,0.5487769664302409,0.19893478082232827,0.35547931082459716,0.5037664915029313,0.32093102440970195,0.29336413135468364,0.3654908251631255,0.3905669826791103,0.4235510815020838,0.6353525193518493,1.5
6,0.808577381055375,0.17978461564299184,0.009344335636076612,0.0022936676655565605,0.5569707093818707,0.31584719509877507,0.0944948829492907,0.03268721257006373,0.9090763979115483,0.056017135461137554,0.024351102202211174,0.010555364425103166,0.8090682818004677,0.12763184028932187,0.04341470362585173,0.01988517428435864,0.3314903397239084,0.3360979930790114,0.1203031152224399,0.34044316466730173,0.3226982756023835,0.4124419698085697,0.2584797047961086,0.1929019232280235,0.3613272262328433,0.4394464631421812,0.10364092802386549,0.2646642936220064,0.6102357494940862,0.4161385595073833,0.5488860001647765,0.19941325104758864,0.35543647311110327,0.5040511408151357,0.321084330323059,0.2936862975635138,0.3654747025572092,0.39068266632244003,0.42325015487387496,0.6354268147050506,1.7999999999999998
7,0.8085910057682479,0.17978210997991112,0.009331755623478833,0.002295128628362196,0.5569987958726911,0.3158460139053496,0.09451587810853339,0.032639312113425925,0.9090718558367836,0.05602490854082756,0.02435548148086954,0.010547754141519277,0.8090656826594808,0.12763177065581044,0.04341638584561534,0.01988616083909351,0.33152303750275014,0.3360814916027217,0.12056982535129761,0.3406934102470928,0.3227566892762758,0.41249834961210724,0.25859924828526853,0.19296503711295543,0.36134242203454786,0.43933105434285985,0.10388927057729017,0.26444810909350863,0.6102744292314206,0.416181509108789,0.549046961442183,0.1998122423941724,0.35546251176277804,0.5042041399375288,0.32144941606484956,0.2940419955563516,0.36544136938418226,0.39088078697597056,0.42319487279082607,0.6352855140308954,2.1
8,0.8086037795642246,0.17978083943989343,0.009318927635378026,0.002296453360503852,0.5570164995664167,0.31581808542544326,0.09454336899041442,0.03262204601772555,0.9090662202116109,0.05603142566208405,0.024359147814982975,0.010543206311322143,0.8090573507028773,0.12763581956044404,0.043417435233548594,0.01988939450312999,0.33157265247975887,0.3359715063497633,0.12087493177596645,0.3410748286941338,0.32279072287318356,0.4125638354688058,0.25869880026625935,0.19306067849366415,0.3613588725811881,0.4392602860628786,0.10406114169394724,0.26434128568446924,0.6103428603183149,0.41624603406096056,0.5492318881851015,0.20016593325369203,0.35547432562580683,0.5042951093378971,0.3218613767776418,0.2942590566700393,0.3653958435804988,0.3909936455038684,0.42289465779293545,0.6351133377268274,2.4
9,0.8086155345333116,0.17977916179588424,0.009307119722282193,0.002298183948522072,0.5570224285025225,0.3157948672485379,0.09458279619458876,0.032599908054351034,0.9090587616257692,0.056040184336579736,0.024361982381434385,0.010539071656216488,0.80907271967778,0.12763222196587168,0.04341395966255355,0.019881098693794612,0.33166103875349207,0.3359573626604405,0.12120054425539575,0.34139230708046625,0.32285991840839223,0.4125484357454372,0.2587953698174159,0.19315317938049342,0.36137108148606256,0.4391299793279659,0.10431752660418034,0.26414121034301846,0.6103786864770033,0.41630577736494656,0.5494897355050342,0.2005495103055887,0.3554806273129261,0.5045389745152469,0.3219432019047114,0.29449491081584683,0.36535005624183453,0.3910510686137518,0.42260432614230015,0.6351050437889523,2.6999999999999997
