,time,action,r_reliable_index,r_sgpi_sse,r_beta_power,r_pred_pd,r_dbs,r_overall,vth.gamma.rel_power,vth.beta.rel_power,vth.alpha.rel_power,vth.theta.rel_power,vsn.gamma.rel_power,vsn.beta.rel_power,vsn.alpha.rel_power,vsn.theta.rel_power,vge.gamma.rel_power,vge.beta.rel_power,vge.alpha.rel_power,vge.theta.rel_power,vgi.gamma.rel_power,vgi.beta.rel_power,vgi.alpha.rel_power,vgi.theta.rel_power,vth.vsn.gamma.avg_coherence,vth.vsn.beta.avg_coherence,vth.vsn.alpha.avg_coherence,vth.vsn.theta.avg_coherence,vth.vge.gamma.avg_coherence,vth.vge.beta.avg_coherence,vth.vge.alpha.avg_coherence,vth.vge.theta.avg_coherence,vth.vgi.gamma.avg_coherence,vth.vgi.beta.avg_coherence,vth.vgi.alpha.avg_coherence,vth.vgi.theta.avg_coherence,vsn.vge.gamma.avg_coherence,vsn.vge.beta.avg_coherence,vsn.vge.alpha.avg_coherence,vsn.vge.theta.avg_coherence,vsn.vgi.gamma.avg_coherence,vsn.vgi.beta.avg_coherence,vsn.vgi.alpha.avg_coherence,vsn.vgi.theta.avg_coherence,vge.vgi.gamma.avg_coherence,vge.vgi.beta.avg_coherence,vge.vgi.alpha.avg_coherence,vge.vgi.theta.avg_coherence
0,0.0,0.0,0.25555555555555554,-0.4006634833921752,-0.5779427897704611,-0.62,0.0,-1.197942789770461,0.803210485115987,0.1836745532391074,0.009490435446961046,0.003624526197944606,0.4523451638279969,0.4355766362807638,0.09600390160827124,0.01607429828296802,0.9217348569989723,0.06063441456983076,0.011667550187670305,0.005963178243526569,0.6846131438407059,0.24983525724633526,0.06306482306637513,0.002486775846583722,0.356048551732017,0.2599854417363485,0.31907328038539534,0.4913427554259703,0.33138899031052593,0.39695137141134823,0.2545917050203914,0.5092430192349141,0.37257447006543176,0.32473683488940663,0.26887935656033607,0.4469094075541794,0.6608222715978772,0.5135339659190838,0.5408909516718887,0.5219017319650099,0.4348498774978898,0.5980318910952624,0.4583352333427733,0.6513769329081021,0.41974234753381495,0.530850649518757,0.5389256004487246,0.4992788749177535
1,0.3,0.0,0.25555555555555554,-0.3999477257008955,-0.5779961554009171,-0.62,0.0,-1.197996155400917,0.803212331606331,0.18367672004513283,0.009486807575909724,0.0036241407726263697,0.4523073215476458,0.4356125332306719,0.09600539750300464,0.016074747718677816,0.9217318320270268,0.060638502047055585,0.011669623679676173,0.0059600422462414765,0.6845904029754384,0.24984863844965827,0.06307402747338149,0.002486931101522002,0.3559805524438697,0.26009567337655265,0.31886630809005334,0.4918141782044147,0.331425197851307,0.39725794924489577,0.25440749774566207,0.5093461646468336,0.3725810656151836,0.3246525090246159,0.2687505767353735,0.44714126700652096,0.6610021218775366,0.5134559976240681,0.5404544605202147,0.5224303578749392,0.43485357159019306,0.5980048145745349,0.458084075954476,0.6510067927220223,0.41982971400204905,0.5307707513782898,0.5388444136364041,0.49954789706237374
2,0.6,0.0,0.25555555555555554,-0.39875159628076584,-0.5781413739901036,-0.62,0.0,-1.1981413739901035,0.8032200904213381,0.18367557789626213,0.00948223815598025,0.0036220935264192925,0.45220099787883966,0.43573139503039043,0.09599871523057714,0.016068891860192912,0.9217292166600554,0.060640584231606474,0.01167331622099903,0.00595688288733898,0.6845661072340901,0.24987291305457537,0.0630752568256468,0.002485722885687599,0.3559136711287235,0.26016919239361347,0.3185197115859598,0.491957478737102,0.33147104744420636,0.3973953063652064,0.2540763245785395,0.5095250250139529,0.37256667380355496,0.32448823583891556,0.26860873101001,0.44738786585166535,0.6610890672753814,0.5134657611074441,0.5403237193594503,0.5225671812433255,0.43493070768988795,0.597874642248156,0.4576259124417004,0.6510698389234906,0.4198898553059888,0.5307499403266273,0.5387543457673731,0.49979166505253697
3,0.8999999999999999,0.0,0.25555555555555554,-0.39644199713971123,-0.5782599845276291,-0.62,0.0,-1.198259984527629,0.8032229219423557,0.183677883411784,0.009477992141796327,0.0036212025040638076,0.45210826567213735,0.4358022994124433,0.09600912149685273,0.016080313418566628,0.9217229717298875,0.0606486495591806,0.011678283254738697,0.005950095456193187,0.6845257916267485,0.24991255388247385,0.06307739742549276,0.002484257065284853,0.3558229787495726,0.2603290491042835,0.3182300800575983,0.4925377497933042,0.33153101578844624,0.39757944819694585,0.2538606697337021,0.5096560001450523,0.3725740498578097,0.32437806929811075,0.26843943390978764,0.4473224940035137,0.6613351044230465,0.5134002459958747,0.5399271659909264,0.5232991937329123,0.43501031975848486,0.5978772643613716,0.4572889343004155,0.6509600502797932,0.419941533247348,0.5307191585005387,0.53885930783128,0.49962285238979165
4,1.2,0.0,0.25555555555555554,-0.3926955030435586,-0.5783287965880826,-0.62,0.0,-1.1983287965880827,0.8032319553929016,0.18367474841164763,0.009473842955305865,0.003619453240144789,0.4520491905902084,0.4358698418971381,0.09600545764464254,0.01607550986801104,0.9217223574368322,0.06065129853707645,0.011679238443584669,0.005947105582506592,0.684518643151144,0.24991117448033662,0.06308571016969819,0.0024844721988211502,0.35579726396119976,0.2604154940771634,0.3178571406870843,0.4931595681915274,0.33152415447042605,0.39782811570478127,0.25355131442073153,0.5097433866860699,0.3725532839040544,0.324282076302495,0.2681606377477009,0.44777572825280887,0.6614202356505305,0.513467529659627,0.5398248772125724,0.5234941723504661,0.43512419826976195,0.597742580980584,0.4571556344935068,0.6510013133862953,0.4199987017209446,0.5307457581270806,0.538838695553404,0.5000301161693305
5,1.5,0.0,0.25555555555555554,-0.3874152371839831,-0.5784060594346785,-0.62,0.0,-1.1984060594346784,0.8032315894598588,0.1836797564755906,0.009469744810153977,0.0036189092543966643,0.4519854391049192,0.43594267500463035,0.09599782420072055,0.01607406168972987,0.9217260533457163,0.06064670983408616,0.011681404012777953,0.005945832807419511,0.6845047860272909,0.24992019292243073,0.06309138281680346,0.0024836382334751748,0.3557749508031179,0.26051427654572257,0.3173018479967965,0.49344061635296627,0.33151644142719683,0.39802272714367765,0.25332638628885695,0.5098709838108897,0.37255479900475585,0.3242363045646404,0.2679183579668717,0.4481698072202872,0.6615386948305714,0.5134460889094504,0.5398571972076083,0.5239167732890928,0.43510374862025186,0.5977168770670628,0.4573744964630694,0.6513428175988005,0.42007871435214506,0.5305996795604199,0.5388074732636057,0.5004668633035857
6,1.7999999999999998,0.0,0.25555555555555554,-0.3806650883677354,-0.5785406729383563,-0.62,0.0,-1.1985406729383563,0.8032380776859439,0.1836787905697787,0.0094654329794702,0.003617698764807298,0.45186534363362624,0.43604376006695816,0.09601688161921242,0.016074014680203186,0.9217205849014902,0.06065275428177162,0.011684032359541812,0.005942628457196351,0.6844684871487169,0.24994767691609518,0.06310047521125181,0.0024833607239361797,0.35574182876315774,0.2606063859793571,0.31719658767227815,0.4939819840495353,0.3315558642521996,0.39824420159699175,0.2530913670685492,0.510062024526029,0.37254965840197907,0.32411676917698257,0.26777132112360047,0.44817740661229044,0.6616193444365074,0.513330194616914,0.5395013038971272,0.5242459029879167,0.43531295994928504,0.5976544713416844,0.45655783711072717,0.6511686503762779,0.42018503692077247,0.5305844296201121,0.5389875241104801,0.5004109518660355
7,2.1,0.0,0.25555555555555554,-0.37261812485533863,-0.5786509835446049,-0.62,0.0,-1.1986509835446049,0.8032427622145475,0.18367936022848444,0.00946138543347925,0.0036164921234888396,0.451780522749385,0.43612770467651174,0.09601656806388202,0.016075204510221073,0.9217208747205451,0.06065533990842973,0.011688032913625055,0.005935752457400204,0.6844391965762755,0.24997145728613213,0.0631064469066492,0.0024828992309431468,0.3557077488543614,0.2606570561600522,0.31682754939687674,0.49428667726814907,0.3316174575744445,0.3984661923757554,0.2527644523389768,0.5101793185120871,0.37254440102631087,0.32399251550319635,0.2674214950078457,0.4480687906765268,0.6618704488029993,0.5133825518263757,0.5392536127899576,0.5248993571945054,0.43543381212286747,0.5975835884898556,0.4566046596932332,0.6513516874195953,0.42022140089881505,0.5306389805677546,0.5389413413651771,0.5004104760259654
8,2.4,0.0,0.25555555555555554,-0.363516581885328,-0.5787667997656648,-0.62,0.0,-1.1987667997656648,0.8032465412176761,0.18368106790688932,0.009457539044621304,0.0036148518308130777,0.45169766407605927,0.4362124761940569,0.09601300662976128,0.016076853100122482,0.9217149120887876,0.060663116538314146,0.011692092134040226,0.005929879238858039,0.6844215157139424,0.2499947253597625,0.06310125425411782,0.002482504672177295,0.3556129889260801,0.2607911460315865,0.31646738317350637,0.49492962033192145,0.33173455891084835,0.3986222423072773,0.25244015381813145,0.5103123075777136,0.37254171870803177,0.32388855217115803,0.2674000926967716,0.4482104286617867,0.6619349823058005,0.5132843197313445,0.5389656377796574,0.5253542912998583,0.43553371325772444,0.5975459683362124,0.4562007630785655,0.6511979582470708,0.42026640803009,0.5306316763342342,0.5391434188976783,0.5007038551729994
9,2.6999999999999997,0.0,0.25555555555555554,-0.3536412403273417,-0.5788791087575721,-0.62,0.0,-1.198879108757572,0.8032556895577682,0.18367740778511027,0.009453160195143943,0.003613742461977527,0.4516047703894286,0.43630294180705226,0.09601858289829046,0.016073704905228692,0.9217099142824167,0.06066813344179551,0.011695826609288916,0.005926125666498721,0.6844051595106548,0.25001155183519297,0.06310247290214956,0.002480815752002643,0.3555422131649294,0.2608611514869534,0.3163256590981242,0.4951362676563786,0.3317881055128296,0.3988541787144894,0.25212040711302586,0.5105627599976341,0.37253274397577457,0.32373567342017345,0.2672094886623592,0.44842109665212676,0.6621387004463078,0.5132059116995723,0.5387318623131304,0.5256745097746197,0.43557321060314674,0.5976483559172259,0.455689570626262,0.6514314683881528,0.42031647656188625,0.530538620548941,0.5390432911485832,0.501042734649873
10,3.0,0.0,0.25555555555555554,-0.34328838499175274,-0.578949470449579,-0.62,0.0,-1.1989494704495791,0.803259787796679,0.1836780898425943,0.009449148340244358,0.003612974020482417,0.4515750574445094,0.43634908282343104,0.09599598898534428,0.016079870746715418,0.9217108332306988,0.06066880462780828,0.01169921444729236,0.005921147694200632,0.6843739961547491,0.25003510132480833,0.06311122016381703,0.002479682356625511,0.3555049606053372,0.2610512500324195,0.3159192524423395,0.4957346912360226,0.3318268662279267,0.3990814375166855,0.2518221122808503,0.5106110000634276,0.37253990687042626,0.32364814737144504,0.2669702462246303,0.44857559728636326,0.6623699876938346,0.51321064970646,0.5386083717317409,0.5262690852373794,0.435595557440663,0.5974736229297316,0.4555784686314066,0.6511375797253848,0.4203817886918642,0.5304646167209084,0.5391523948670226,0.5012774473739487
11,3.3,0.0,0.25555555555555554,-0.3327528433029125,-0.5790720026089232,-0.62,0.0,-1.1990720026089232,0.8032654564380086,0.18367882812494193,0.009444964457957245,0.0036107509790921618,0.45146588194809406,0.4364656094802533,0.09600125386065904,0.016067254710993524,0.9217074164354043,0.06067287034203535,0.011703519465623315,0.005916193756937187,0.6843625683681148,0.2500370411131032,0.0631206415313894,0.00247974898739267,0.3555003330188286,0.26112418894500955,0.3157678939654522,0.4960121919894883,0.33187602801729366,0.3992992097811355,0.25160221727957327,0.5107615257295306,0.3725537737251461,0.3235991009065233,0.2668353230626792,0.4487494619860297,0.6624553086642839,0.513252108394246,0.5381291303793025,0.526319540632613,0.43561400204430456,0.5972959281062028,0.45511935650559227,0.6512948928870985,0.42045482040110077,0.5305062119183868,0.5389751853374266,0.5013862186170168
12,3.5999999999999996,0.0,0.25555555555555554,-0.32231586722319766,-0.5791274448139149,-0.62,0.0,-1.1991274448139149,0.8032680277150592,0.18368081753333554,0.009441276695590821,0.0036098780560146542,0.45141979627538403,0.4365119190522928,0.09600170528021047,0.016066579392112687,0.9217122107607639,0.06067123067416402,0.011704212432371018,0.005912346132700932,0.6843542725483859,0.2500478134139268,0.06312037894850427,0.0024775350891831772,0.3553789047014922,0.26121246544683696,0.31532961076937155,0.4965681498339105,0.331935744357395,0.3994769881198813,0.25133896255014965,0.5109292976392565,0.3725360017386531,0.3234731680263316,0.26654729625468887,0.4488692686977254,0.6625935151360383,0.5131123076990713,0.5378790537526755,0.5268634305101768,0.43567872950469944,0.5972742550883577,0.45506646390414096,0.6514720414028587,0.4205143199959879,0.5304778554410872,0.5392149307186038,0.5015688372730895
13,3.9,0.0,0.2518518518518519,-0.3151778060725572,-0.5792448343183874,-0.62,0.0,-1.1992448343183875,0.8032733932463739,0.18368138511448245,0.009436518986330134,0.00360870265281345,0.4513281420144838,0.4365988183022113,0.09600898848970528,0.016064051193599476,0.9217028143155742,0.06067967028088542,0.011708577532581052,0.0059089378709593285,0.6843243753836025,0.2500698640617593,0.06312737903862928,0.0024783815160089413,0.35536586810902565,0.2612644063794355,0.31519225441939264,0.49721105204681776,0.3319644709090689,0.3996873302970354,0.25104369962671336,0.511129400790945,0.37250298457638736,0.3233391769746636,0.2664137099113079,0.4492598053160691,0.6627753817520429,0.5131397993956843,0.5376303491099432,0.5275770054553738,0.43570677760354576,0.5973455272710094,0.4547330456417069,0.6516554775637846,0.42056355992147093,0.5304454245693924,0.5392687344102217,0.5018620848100538
14,4.2,0.0,0.2518518518518519,-0.3173819905371568,-0.5793586285097274,-0.62,0.0,-1.1993586285097275,0.8032774011404219,0.1836823650321099,0.009433193785479771,0.0036070400419885296,0.4512141424073915,0.43668999353573523,0.09602540984511344,0.016070454211759923,0.9217065114540681,0.060678826840215694,0.011710536375727046,0.005904125329988941,0.6842949279188241,0.2500933264602453,0.06313491879570676,0.0024768268252241495,0.35528703319667243,0.2613753558004967,0.3148207658653292,0.4974519716628274,0.3320146876630665,0.3998850402436922,0.2507927915658032,0.5111792306152341,0.3724932542345213,0.3232712312552967,0.2663263971962427,0.44911878310261855,0.6628993191223798,0.5130418984396861,0.5373842024522888,0.5277317845117182,0.43581536947300903,0.5972145778345942,0.4542622646302343,0.6515171854867885,0.4206072354300648,0.5303910452653176,0.5390882636807378,0.5019330487444952
15,4.5,0.0,0.2518518518518519,-0.29697278185012804,-0.5794766742349211,-0.62,0.0,-1.199476674234921,0.8032802235049007,0.18368482483901558,0.009429376344409325,0.003605575311674602,0.45115489853240665,0.43678426424166383,0.09599965564563435,0.016061181580294945,0.9216996675861532,0.06068632852705771,0.011714348923054467,0.00589965496373466,0.6842783334600884,0.2501095997926682,0.06313564154946036,0.0024764251977829384,0.3552308747409771,0.2615329654848484,0.3143026035226117,0.4976055495523221,0.3320682238135815,0.4000525248332073,0.25052111874014954,0.5113664114305628,0.37252579599618396,0.32315377588942157,0.2661172619488591,0.44951745842218527,0.663104713426523,0.5130155274740341,0.5371371819216065,0.5277823854091876,0.43593063072164356,0.5971610235501624,0.45413896560245914,0.6516374281388975,0.4206748243781481,0.5303477111604871,0.5392746947911775,0.5021528025740809
16,4.8,0.0,0.2518518518518519,-0.28271642177417206,-0.5795554200004522,-0.62,0.0,-1.1995554200004523,0.8032888030259723,0.18368237549532956,0.0094246327668382,0.0036041887118598718,0.4510731352225147,0.43684369512749194,0.09601695364660634,0.01606621600338683,0.9216971267068781,0.0606895496998379,0.011718212398264894,0.005895111195019013,0.6842597231700606,0.25012569349959113,0.06313672154223066,0.0024778617881176055,0.35519363255682274,0.261623148676536,0.3141510322091595,0.4979910731994838,0.3321206618607945,0.4003021857019876,0.25021530590966545,0.5114462720836466,0.37253395871245853,0.3230367584191332,0.26591113127680965,0.44976282154248653,0.663223019386095,0.5130423607864367,0.5368083224430116,0.5284832112120018,0.4360537612539879,0.597011639465713,0.45372008722354107,0.6517792647104159,0.42072543485258745,0.5303158807269513,0.5392138812218334,0.5023186762863303
17,5.1,0.0,0.2518518518518519,-0.2729025255119624,-0.5796755221620705,-0.62,0.0,-1.1996755221620705,0.803293102673996,0.18368203089415325,0.009421186287859104,0.0036036801439916313,0.4509895871819371,0.4369425968513707,0.09600947555507941,0.016058340411612745,0.9217019532533178,0.06068555309176819,0.011720521055517887,0.005891972599396113,0.6842253949070558,0.25015089054540035,0.063147405199832,0.0024763093477118935,0.35507948276115125,0.26172780314111294,0.31381879076449093,0.49857358812006164,0.33216021600566237,0.4004442938314529,0.24994123202532642,0.5116609636323243,0.3725145404661959,0.3229542432417973,0.26576790498126096,0.4497810702390573,0.6633748243202517,0.5129542302788527,0.5367040208899683,0.5289020264219184,0.4360788396926284,0.5970003873138231,0.45348332067799324,0.651767050798729,0.42078787722333655,0.5303718469966222,0.5392908875545199,0.5024502341567046
18,5.3999999999999995,0.0,0.2518518518518519,-0.2662571554553137,-0.5797512268272784,-0.62,0.0,-1.1997512268272783,0.8033005839318665,0.1836805466696715,0.009416521568994704,0.0036023478294672207,0.45091423888933824,0.43699321439661515,0.09602023487440489,0.016072311839641643,0.9216986808919003,0.06069083343955565,0.011724566564536064,0.005885919104007695,0.6842055950363196,0.2501706973175763,0.06314664793634282,0.0024770597097612426,0.3551447281783486,0.2617972293557516,0.3135471650776804,0.4991298724449237,0.33223051218776123,0.40070034041330066,0.24982635893327831,0.5117660064762897,0.37252744765652596,0.32292937113683784,0.2656735625767057,0.4496598585121013,0.6635062010073262,0.5129382473247333,0.5362195098947786,0.5293193023073399,0.43613271468055986,0.5970210618921518,0.45305571219218665,0.6513854815758073,0.4208395462169766,0.5303667204819144,0.5394400853086314,0.5025063444306872
19,5.7,0.0,0.2518518518518519,-0.2678917906402589,-0.5798756582697566,-0.62,0.0,-1.1998756582697565,0.8033024795426787,0.18368286399019468,0.009414069801348535,0.0036005866657780917,0.4508073476442037,0.43710238498670434,0.09602201061343717,0.016068256755654632,0.9216946476942115,0.060696092851367595,0.011727375160668805,0.005881884293752258,0.6841957225127477,0.2501806987581533,0.06314932054376636,0.0024742581853323736,0.35499948974104134,0.2618895847231949,0.31323957442970896,0.49954936282683915,0.3322763519149618,0.4009632853385139,0.2494074300098915,0.5118672025808377,0.3725208481579696,0.3227864426896556,0.26537363271758546,0.44992437354596343,0.6636901065073089,0.512928331564089,0.536255148137087,0.5298499731405137,0.43624933392497833,0.5969117599979112,0.4528581691703688,0.6517689843208762,0.4208743075224133,0.5301499391456715,0.5394548185883395,0.5029042878647193
